RecipeName,Ingredients,Steps,Cuisine,ingredient_text,search_field,cleaned_search_field
Shahi Paneer,"['250g paneer, cubed', '1 large onion, boiled', '2 large tomatoes, pureed', '1/4 cup cashews, soaked', '1/4 cup heavy cream', '1 tbsp ginger-garlic paste', '1/2 tsp red chili powder', '1/4 tsp turmeric powder', '1/2 tsp garam masala', '1 tsp sugar (optional)', '2 tbsp butter or ghee', 'Salt to taste', 'Pinch of saffron']","['Make a smooth paste of the boiled onion and soaked cashews.', 'Heat butter/ghee in a pan. Add ginger-garlic paste and sauté for a minute.', 'Add the tomato puree and cook for 5-7 minutes.', 'Add the onion-cashew paste, chili powder, turmeric, and salt. Sauté for 5 minutes, stirring continuously.', 'Add 1 cup of water and the sugar. Bring to a simmer.', 'Add the paneer cubes and saffron. Simmer for 5 minutes.', 'Stir in the heavy cream and garam masala. Cook for 1-2 minutes on low heat. Do not boil.', 'Serve hot.']",Mughlai / North Indian,"250g paneer, cubed 1 large onion, boiled 2 large tomatoes, pureed 1/4 cup cashews, soaked 1/4 cup heavy cream 1 tbsp ginger-garlic paste 1/2 tsp red chili powder 1/4 tsp turmeric powder 1/2 tsp garam masala 1 tsp sugar (optional) 2 tbsp butter or ghee Salt to taste Pinch of saffron","Shahi Paneer Shahi Paneer Shahi Paneer 250g paneer, cubed 1 large onion, boiled 2 large tomatoes, pureed 1/4 cup cashews, soaked 1/4 cup heavy cream 1 tbsp ginger-garlic paste 1/2 tsp red chili powder 1/4 tsp turmeric powder 1/2 tsp garam masala 1 tsp sugar (optional) 2 tbsp butter or ghee Salt to taste Pinch of saffron",shahi paneer shahi paneer shahi paneer g paneer cubed large onion boiled large tomatoes pureed cup cashews soaked cup heavy cream tbsp gingergarlic paste tsp red chili powder tsp turmeric powder tsp garam masala tsp sugar optional tbsp butter ghee salt taste pinch saffron
Dal Fry,"['1 cup toor dal (pigeon peas)', '1/2 tsp turmeric powder', 'Salt to taste', 'Tempering (Tadka): 2 tbsp ghee, 1 tsp cumin seeds, 1/2 tsp mustard seeds, 1/4 tsp asafoetida (hing), 1 onion (finely chopped), 1 tomato (finely chopped), 1 tsp ginger-garlic paste, 1-2 green chilies (slit), 1/2 tsp red chili powder, 1/2 tsp garam masala']","['Pressure cook the toor dal with turmeric, salt, and 3 cups of water for 3-4 whistles until soft.', 'Heat ghee in a pan for the tadka.', 'Add mustard seeds and cumin seeds. When they pop, add asafoetida.', 'Add the chopped onion, green chilies, and ginger-garlic paste. Sauté until the onion is golden.', 'Add the chopped tomato and cook until soft.', 'Add red chili powder and garam masala. Sauté for 30 seconds.', 'Pour this tempering over the cooked, whisked dal.', 'Bring the dal to a simmer and cook for 5 minutes.', 'Garnish with cilantro and serve.']",North Indian,"1 cup toor dal (pigeon peas) 1/2 tsp turmeric powder Salt to taste Tempering (Tadka): 2 tbsp ghee, 1 tsp cumin seeds, 1/2 tsp mustard seeds, 1/4 tsp asafoetida (hing), 1 onion (finely chopped), 1 tomato (finely chopped), 1 tsp ginger-garlic paste, 1-2 green chilies (slit), 1/2 tsp red chili powder, 1/2 tsp garam masala","Dal Fry Dal Fry Dal Fry 1 cup toor dal (pigeon peas) 1/2 tsp turmeric powder Salt to taste Tempering (Tadka): 2 tbsp ghee, 1 tsp cumin seeds, 1/2 tsp mustard seeds, 1/4 tsp asafoetida (hing), 1 onion (finely chopped), 1 tomato (finely chopped), 1 tsp ginger-garlic paste, 1-2 green chilies (slit), 1/2 tsp red chili powder, 1/2 tsp garam masala",dal fry dal fry dal fry cup toor dal pigeon peas tsp turmeric powder salt taste tempering tadka tbsp ghee tsp cumin seeds tsp mustard seeds tsp asafoetida hing onion finely chopped tomato finely chopped tsp gingergarlic paste green chilies slit tsp red chili powder tsp garam masala
Aloo Matar,"['3 large potatoes, peeled and cubed', '1 cup green peas (matar), fresh or frozen', '1 large onion, finely chopped', '2 tomatoes, pureed', '1 tbsp ginger-garlic paste', '1/2 tsp cumin seeds', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1/2 tsp red chili powder', '1/2 tsp garam masala', '2 tbsp vegetable oil', 'Salt to taste']","['Heat oil in a pressure cooker or pan.', 'Add cumin seeds and let them splutter.', 'Add the chopped onion and sauté until golden.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add tomato puree, turmeric, coriander powder, and chili powder. Cook until oil separates.', 'Add the cubed potatoes and green peas. Sauté for 2-3 minutes.', 'Add 1.5 cups of water and salt. Mix well.', 'If using a pressure cooker, cook for 2 whistles. If using a pan, cover and simmer for 15-20 minutes, or until potatoes are tender.', 'Stir in the garam masala and garnish with cilantro.']",North Indian,"3 large potatoes, peeled and cubed 1 cup green peas (matar), fresh or frozen 1 large onion, finely chopped 2 tomatoes, pureed 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp vegetable oil Salt to taste","Aloo Matar Aloo Matar Aloo Matar 3 large potatoes, peeled and cubed 1 cup green peas (matar), fresh or frozen 1 large onion, finely chopped 2 tomatoes, pureed 1 tbsp ginger-garlic paste 1/2 tsp cumin seeds 1 tsp coriander powder 1/2 tsp turmeric powder 1/2 tsp red chili powder 1/2 tsp garam masala 2 tbsp vegetable oil Salt to taste",aloo matar aloo matar aloo matar large potatoes peeled cubed cup green peas matar fresh frozen large onion finely chopped tomatoes pureed tbsp gingergarlic paste tsp cumin seeds tsp coriander powder tsp turmeric powder tsp red chili powder tsp garam masala tbsp vegetable oil salt taste
Mutton Korma,"['500g mutton, cut into pieces', '1 large onion, sliced and deep-fried', '1/2 cup plain yogurt, whisked', '1/2 cup cashew or almond paste', '1 tbsp ginger-garlic paste', '1 tsp red chili powder', '1 tsp coriander powder', '1/2 tsp turmeric powder', '1 tsp garam masala', 'Whole spices: 2 bay leaves, 1 black cardamom, 4 green cardamoms, 1-inch cinnamon, 4 cloves', '1/4 cup ghee or oil', 'Salt to taste']","['Heat ghee/oil in a pressure cooker. Add the whole spices.', 'Add the mutton pieces and fry on high heat until browned.', 'Add ginger-garlic paste and cook for 2 minutes.', 'Lower the heat. Add the whisked yogurt, stirring continuously.', 'Add chili powder, coriander, turmeric, and salt. Sauté for 5-7 minutes.', 'Add the cashew/almond paste and the crushed fried onions. Sauté for 3-4 minutes.', 'Add 1.5 cups of water. Secure the lid and pressure cook for 6-7 whistles, or until the mutton is tender.', 'Let the pressure release. Stir in the garam masala and serve hot.']",Mughlai / North Indian,"500g mutton, cut into pieces 1 large onion, sliced and deep-fried 1/2 cup plain yogurt, whisked 1/2 cup cashew or almond paste 1 tbsp ginger-garlic paste 1 tsp red chili powder 1 tsp coriander powder 1/2 tsp turmeric powder 1 tsp garam masala Whole spices: 2 bay leaves, 1 black cardamom, 4 green cardamoms, 1-inch cinnamon, 4 cloves 1/4 cup ghee or oil Salt to taste","Mutton Korma Mutton Korma Mutton Korma 500g mutton, cut into pieces 1 large onion, sliced and deep-fried 1/2 cup plain yogurt, whisked 1/2 cup cashew or almond paste 1 tbsp ginger-garlic paste 1 tsp red chili powder 1 tsp coriander powder 1/2 tsp turmeric powder 1 tsp garam masala Whole spices: 2 bay leaves, 1 black cardamom, 4 green cardamoms, 1-inch cinnamon, 4 cloves 1/4 cup ghee or oil Salt to taste",mutton korma mutton korma mutton korma g mutton cut pieces large onion sliced deepfried cup plain yogurt whisked cup cashew almond paste tbsp gingergarlic paste tsp red chili powder tsp coriander powder tsp turmeric powder tsp garam masala whole spices bay leaves black cardamom green cardamoms inch cinnamon cloves cup ghee oil salt taste
Bhatura,"['2 cups all-purpose flour (maida)', '1/2 cup semolina (sooji), fine', '1/2 cup plain yogurt', '1/2 tsp baking soda', '1 tsp sugar', '1 tbsp oil', 'Salt to taste', 'Warm water to knead', 'Oil for deep frying']","['In a large bowl, combine maida, sooji, baking soda, sugar, and salt.', 'Add the yogurt and 1 tbsp of oil. Mix well.', 'Gradually add warm water and knead into a soft, pliable dough.', 'Cover the dough with a damp cloth and let it rest in a warm place for at least 2 hours.', 'Knead the dough again for a minute. Divide into equal-sized balls.', 'Grease the rolling surface and rolling pin with oil.', 'Roll each ball into an oval or round shape, not too thin.', 'Heat oil in a kadai over high heat.', 'Carefully slide the bhatura into the hot oil. Gently press it down to help it puff.', 'Fry until golden brown on both sides. Drain and serve immediately with chole.']",North Indian Bread,"2 cups all-purpose flour (maida) 1/2 cup semolina (sooji), fine 1/2 cup plain yogurt 1/2 tsp baking soda 1 tsp sugar 1 tbsp oil Salt to taste Warm water to knead Oil for deep frying","Bhatura Bhatura Bhatura 2 cups all-purpose flour (maida) 1/2 cup semolina (sooji), fine 1/2 cup plain yogurt 1/2 tsp baking soda 1 tsp sugar 1 tbsp oil Salt to taste Warm water to knead Oil for deep frying",bhatura bhatura bhatura cups allpurpose flour maida cup semolina sooji fine cup plain yogurt tsp baking soda tsp sugar tbsp oil salt taste warm water knead oil deep frying
Chicken Chettinad,"['500g chicken, cut into pieces', '1 cup grated coconut', 'Chettinad Masala (roast & grind): 1 tbsp coriander seeds, 1 tsp cumin seeds, 1 tsp fennel seeds, 1/2 tsp black peppercorns, 1-inch cinnamon, 4 cloves, 2 green cardamoms, 1 star anise, 4-5 dried red chilies', '1 large onion, finely chopped', '1 tomato, finely chopped', '1 tbsp ginger-garlic paste', '1 sprig curry leaves', '1/2 tsp turmeric powder', '1 tbsp tamarind pulp (optional)', '3 tbsp sesame oil', 'Salt to taste']","[""Dry roast all ingredients for 'Chettinad Masala' until aromatic. Let cool and grind to a fine powder."", 'Dry roast the grated coconut until golden brown. Grind it to a paste, adding a little water if needed.', 'Heat sesame oil in a pan. Add curry leaves.', 'Add the chopped onion and sauté until golden.', 'Add ginger-garlic paste and cook for 1 minute.', 'Add chopped tomato and cook until soft.', 'Add the ground chettinad masala, turmeric, and salt. Sauté for 2 minutes.', 'Add the chicken pieces and fry for 5-7 minutes.', 'Add the ground coconut paste and 1 cup of water (and tamarind pulp, if using).', 'Cover and simmer for 20-25 minutes, or until the chicken is cooked through.', 'Serve hot with rice or parotta.']",South Indian / Chettinad,"500g chicken, cut into pieces 1 cup grated coconut Chettinad Masala (roast & grind): 1 tbsp coriander seeds, 1 tsp cumin seeds, 1 tsp fennel seeds, 1/2 tsp black peppercorns, 1-inch cinnamon, 4 cloves, 2 green cardamoms, 1 star anise, 4-5 dried red chilies 1 large onion, finely chopped 1 tomato, finely chopped 1 tbsp ginger-garlic paste 1 sprig curry leaves 1/2 tsp turmeric powder 1 tbsp tamarind pulp (optional) 3 tbsp sesame oil Salt to taste","Chicken Chettinad Chicken Chettinad Chicken Chettinad 500g chicken, cut into pieces 1 cup grated coconut Chettinad Masala (roast & grind): 1 tbsp coriander seeds, 1 tsp cumin seeds, 1 tsp fennel seeds, 1/2 tsp black peppercorns, 1-inch cinnamon, 4 cloves, 2 green cardamoms, 1 star anise, 4-5 dried red chilies 1 large onion, finely chopped 1 tomato, finely chopped 1 tbsp ginger-garlic paste 1 sprig curry leaves 1/2 tsp turmeric powder 1 tbsp tamarind pulp (optional) 3 tbsp sesame oil Salt to taste",chicken chettinad chicken chettinad chicken chettinad g chicken cut pieces cup grated coconut chettinad masala roast grind tbsp coriander seeds tsp cumin seeds tsp fennel seeds tsp black peppercorns inch cinnamon cloves green cardamoms star anise dried red chilies large onion finely chopped tomato finely chopped tbsp gingergarlic paste sprig curry leaves tsp turmeric powder tbsp tamarind pulp optional tbsp sesame oil salt taste
Fish Fry (Masala),"['500g fish steaks (kingfish, pomfret, or rohu)', 'Marinade: 2 tbsp ginger-garlic paste, 1 tbsp red chili powder, 1/2 tsp turmeric powder, 1 tsp coriander powder, 1/2 tsp cumin powder, 1 tbsp lemon juice, Salt to taste', '2 tbsp rice flour or semolina (for coating)', 'Oil for shallow frying']","['Wash and pat dry the fish steaks.', 'In a bowl, mix all the ingredients for the marinade to form a thick paste.', 'Coat each fish steak generously with the masala paste.', 'Let it marinate for at least 30 minutes in the refrigerator.', 'Spread the rice flour or semolina on a plate.', 'Dredge each marinated fish steak in the flour, coating it lightly on both sides.', 'Heat oil in a flat pan for shallow frying.', 'Carefully place the fish steaks in the hot oil.', 'Fry on medium heat for 4-5 minutes per side, or until golden brown, crisp, and the fish is cooked through.', 'Drain on a paper towel and serve hot with onion rings and lemon wedges.']",Indian / Coastal,"500g fish steaks (kingfish, pomfret, or rohu) Marinade: 2 tbsp ginger-garlic paste, 1 tbsp red chili powder, 1/2 tsp turmeric powder, 1 tsp coriander powder, 1/2 tsp cumin powder, 1 tbsp lemon juice, Salt to taste 2 tbsp rice flour or semolina (for coating) Oil for shallow frying","Fish Fry (Masala) Fish Fry (Masala) Fish Fry (Masala) 500g fish steaks (kingfish, pomfret, or rohu) Marinade: 2 tbsp ginger-garlic paste, 1 tbsp red chili powder, 1/2 tsp turmeric powder, 1 tsp coriander powder, 1/2 tsp cumin powder, 1 tbsp lemon juice, Salt to taste 2 tbsp rice flour or semolina (for coating) Oil for shallow frying",fish fry masala fish fry masala fish fry masala g fish steaks kingfish pomfret rohu marinade tbsp gingergarlic paste tbsp red chili powder tsp turmeric powder tsp coriander powder tsp cumin powder tbsp lemon juice salt taste tbsp rice flour semolina coating oil shallow frying
Mint Chutney (Pudina Chutney),"['1 cup fresh mint leaves (pudina)', '1/2 cup fresh cilantro leaves (dhania)', '1-2 green chilies', '1/2 inch ginger', '1 tbsp lemon juice', '1/2 tsp cumin seeds', '1/4 tsp black salt (kala namak)', 'Salt to taste', '2-3 tbsp water (as needed)']","['Wash the mint and cilantro leaves thoroughly.', 'In a blender, combine all the ingredients: mint, cilantro, green chilies, ginger, lemon juice, cumin seeds, black salt, and salt.', 'Add 2-3 tbsp of water (or just enough to get the blender going).', 'Blend to a smooth paste.', 'Taste and adjust salt or lemon juice if needed.', 'Serve as a dip with samosas, pakoras, or tandoori items.']",Indian Condiment,1 cup fresh mint leaves (pudina) 1/2 cup fresh cilantro leaves (dhania) 1-2 green chilies 1/2 inch ginger 1 tbsp lemon juice 1/2 tsp cumin seeds 1/4 tsp black salt (kala namak) Salt to taste 2-3 tbsp water (as needed),Mint Chutney (Pudina Chutney) Mint Chutney (Pudina Chutney) Mint Chutney (Pudina Chutney) 1 cup fresh mint leaves (pudina) 1/2 cup fresh cilantro leaves (dhania) 1-2 green chilies 1/2 inch ginger 1 tbsp lemon juice 1/2 tsp cumin seeds 1/4 tsp black salt (kala namak) Salt to taste 2-3 tbsp water (as needed),mint chutney pudina chutney mint chutney pudina chutney mint chutney pudina chutney cup fresh mint leaves pudina cup fresh cilantro leaves dhania green chilies inch ginger tbsp lemon juice tsp cumin seeds tsp black salt kala namak salt taste tbsp water needed
Tamarind Chutney (Imli Chutney),"['1/2 cup seedless tamarind (imli)', '1/2 cup jaggery, grated, or sugar', '1 cup hot water', '1/2 tsp roasted cumin powder', '1/2 tsp dry ginger powder (sonth)', '1/4 tsp red chili powder', '1/4 tsp black salt (kala namak)', 'Salt to taste']","['Soak the tamarind in 1 cup of hot water for 30 minutes.', 'Squeeze the tamarind well with your hands to extract the pulp. Strain the mixture, discarding the fibers.', 'Transfer the tamarind pulp to a saucepan.', 'Add the grated jaggery (or sugar), roasted cumin powder, ginger powder, chili powder, black salt, and regular salt.', 'Bring the mixture to a boil.', 'Simmer on low heat for 8-10 minutes, or until the chutney thickens to a sauce-like consistency.', 'Let it cool completely. It will thicken further as it cools.', 'Store in an airtight container in the refrigerator.']",Indian Condiment,"1/2 cup seedless tamarind (imli) 1/2 cup jaggery, grated, or sugar 1 cup hot water 1/2 tsp roasted cumin powder 1/2 tsp dry ginger powder (sonth) 1/4 tsp red chili powder 1/4 tsp black salt (kala namak) Salt to taste","Tamarind Chutney (Imli Chutney) Tamarind Chutney (Imli Chutney) Tamarind Chutney (Imli Chutney) 1/2 cup seedless tamarind (imli) 1/2 cup jaggery, grated, or sugar 1 cup hot water 1/2 tsp roasted cumin powder 1/2 tsp dry ginger powder (sonth) 1/4 tsp red chili powder 1/4 tsp black salt (kala namak) Salt to taste",tamarind chutney imli chutney tamarind chutney imli chutney tamarind chutney imli chutney cup seedless tamarind imli cup jaggery grated sugar cup hot water tsp roasted cumin powder tsp dry ginger powder sonth tsp red chili powder tsp black salt kala namak salt taste
Dahi Vada,"['Vadas: 1 cup urad dal (skinned black gram), soaked 4 hours', 'Yogurt Mixture: 2 cups plain yogurt (dahi), whisked smooth, 1 tsp sugar, Salt', 'Toppings: Tamarind chutney, Mint chutney, Roasted cumin powder, Red chili powder, Chaat masala, Sev (optional)']","['Drain the soaked urad dal completely. Grind to a thick, fluffy paste with minimal water.', 'Beat the batter for 5 minutes to aerate it. Add salt.', 'Heat oil for deep frying. Drop spoonfuls of batter (or use the Medu Vada shaping method) into the hot oil.', 'Fry on medium heat until golden brown. Drain.', 'Have a bowl of warm water ready. Add the fried vadas to the water and let them soak for 15-20 minutes. They will soften and swell.', 'Gently squeeze each vada between your palms to remove excess water. Arrange them on a serving platter.', 'In a separate bowl, whisk the yogurt with sugar and salt until smooth.', 'Pour the sweet yogurt mixture generously over the vadas, covering them completely.', 'Chill for at least 1 hour.', 'Before serving, drizzle with tamarind chutney and mint chutney. Sprinkle with cumin powder, chili powder, and chaat masala.']",Indian Snack / Chaat,"Vadas: 1 cup urad dal (skinned black gram), soaked 4 hours Yogurt Mixture: 2 cups plain yogurt (dahi), whisked smooth, 1 tsp sugar, Salt Toppings: Tamarind chutney, Mint chutney, Roasted cumin powder, Red chili powder, Chaat masala, Sev (optional)","Dahi Vada Dahi Vada Dahi Vada Vadas: 1 cup urad dal (skinned black gram), soaked 4 hours Yogurt Mixture: 2 cups plain yogurt (dahi), whisked smooth, 1 tsp sugar, Salt Toppings: Tamarind chutney, Mint chutney, Roasted cumin powder, Red chili powder, Chaat masala, Sev (optional)",dahi vada dahi vada dahi vada vadas cup urad dal skinned black gram soaked hours yogurt mixture cups plain yogurt dahi whisked smooth tsp sugar salt toppings tamarind chutney mint chutney roasted cumin powder red chili powder chaat masala sev optional
Aloo Tikki Chaat,"['Aloo Tikkis: 4 large potatoes (boiled, mashed), 2 tbsp cornflour, 1/2 tsp red chili powder, Salt', 'Toppings: 1/2 cup boiled chickpeas, 1/2 cup whisked yogurt, Tamarind chutney, Mint chutney, 1 onion (finely chopped), Chaat masala, Roasted cumin powder, Red chili powder, Sev (gram flour noodles), Pomegranate seeds']","['For tikkis: Mix mashed potatoes, cornflour, chili powder, and salt. Form into flat, round patties.', 'Heat oil on a flat pan (tava). Shallow fry the tikkis on medium heat until golden brown and crisp on both sides.', 'To assemble: Place 2 hot aloo tikkis on a plate.', 'Crush them slightly. Top with a spoonful of boiled chickpeas.', 'Drizzle generously with whisked yogurt, tamarind chutney, and mint chutney.', 'Sprinkle with chopped onions, chaat masala, cumin powder, and red chili powder.', 'Garnish with sev and pomegranate seeds. Serve immediately.']",Indian Street Food / Chaat,"Aloo Tikkis: 4 large potatoes (boiled, mashed), 2 tbsp cornflour, 1/2 tsp red chili powder, Salt Toppings: 1/2 cup boiled chickpeas, 1/2 cup whisked yogurt, Tamarind chutney, Mint chutney, 1 onion (finely chopped), Chaat masala, Roasted cumin powder, Red chili powder, Sev (gram flour noodles), Pomegranate seeds","Aloo Tikki Chaat Aloo Tikki Chaat Aloo Tikki Chaat Aloo Tikkis: 4 large potatoes (boiled, mashed), 2 tbsp cornflour, 1/2 tsp red chili powder, Salt Toppings: 1/2 cup boiled chickpeas, 1/2 cup whisked yogurt, Tamarind chutney, Mint chutney, 1 onion (finely chopped), Chaat masala, Roasted cumin powder, Red chili powder, Sev (gram flour noodles), Pomegranate seeds",aloo tikki chaat aloo tikki chaat aloo tikki chaat aloo tikkis large potatoes boiled mashed tbsp cornflour tsp red chili powder salt toppings cup boiled chickpeas cup whisked yogurt tamarind chutney mint chutney onion finely chopped chaat masala roasted cumin powder red chili powder sev gram flour noodles pomegranate seeds
Pani Puri (Golgappa),"['30-40 readymade puris (crispy hollow balls)', 'Pani (Spicy Water): 1 cup mint leaves, 1/2 cup cilantro, 1-2 green chilies, 1-inch ginger, 1 small ball of tamarind, 1 tbsp pani puri masala, 1/2 tsp black salt, 4 cups cold water', 'Filling: 1 cup boiled chickpeas, 1 cup boiled potato (cubed), 1/4 cup chopped onion (optional)']","['For pani: Blend mint, cilantro, chilies, ginger, and tamarind with a little water to a smooth paste.', 'Strain this paste into a large bowl. Add 4 cups of cold water.', 'Stir in the pani puri masala, black salt, and regular salt. Taste and adjust. Chill the pani.', 'For filling: In a bowl, lightly mash the boiled potatoes and chickpeas. Add chopped onion if using. Add a pinch of salt and chaat masala.', 'To serve: Crack a small hole in the top of one puri.', 'Stuff it with a small amount of the potato-chickpea filling.', 'Dip the stuffed puri into the chilled pani, fill it up, and eat it whole immediately.']",Indian Street Food / Chaat,"30-40 readymade puris (crispy hollow balls) Pani (Spicy Water): 1 cup mint leaves, 1/2 cup cilantro, 1-2 green chilies, 1-inch ginger, 1 small ball of tamarind, 1 tbsp pani puri masala, 1/2 tsp black salt, 4 cups cold water Filling: 1 cup boiled chickpeas, 1 cup boiled potato (cubed), 1/4 cup chopped onion (optional)","Pani Puri (Golgappa) Pani Puri (Golgappa) Pani Puri (Golgappa) 30-40 readymade puris (crispy hollow balls) Pani (Spicy Water): 1 cup mint leaves, 1/2 cup cilantro, 1-2 green chilies, 1-inch ginger, 1 small ball of tamarind, 1 tbsp pani puri masala, 1/2 tsp black salt, 4 cups cold water Filling: 1 cup boiled chickpeas, 1 cup boiled potato (cubed), 1/4 cup chopped onion (optional)",pani puri golgappa pani puri golgappa pani puri golgappa readymade puris crispy hollow balls pani spicy water cup mint leaves cup cilantro green chilies inch ginger small ball tamarind tbsp pani puri masala tsp black salt cups cold water filling cup boiled chickpeas cup boiled potato cubed cup chopped onion optional
Bhelpuri,"['2 cups puffed rice (murmura)', '1/2 cup roasted peanuts', '1/2 cup sev (thin gram flour noodles)', '1/2 cup crushed papdis (crisp flat puris)', '1 large onion, finely chopped', '1 large tomato, finely chopped', '1 large potato, boiled and cubed', '1/4 cup raw mango, finely chopped (if in season)', '3 tbsp tamarind chutney', '2 tbsp mint chutney', '1/2 tsp chaat masala', '1/4 cup chopped cilantro', '1 tbsp lemon juice']","['In a large bowl, combine the puffed rice, peanuts, sev, and crushed papdis. (Add these dry ingredients just before serving to keep them crisp).', 'Add the chopped onion, tomato, boiled potato, and raw mango.', 'Pour the tamarind chutney and mint chutney over the mixture.', 'Sprinkle with chaat masala and chopped cilantro.', 'Add the lemon juice.', 'Toss everything together quickly and lightly until well combined.', 'Serve immediately, garnished with more sev and cilantro.']",Indian Street Food / Chaat,"2 cups puffed rice (murmura) 1/2 cup roasted peanuts 1/2 cup sev (thin gram flour noodles) 1/2 cup crushed papdis (crisp flat puris) 1 large onion, finely chopped 1 large tomato, finely chopped 1 large potato, boiled and cubed 1/4 cup raw mango, finely chopped (if in season) 3 tbsp tamarind chutney 2 tbsp mint chutney 1/2 tsp chaat masala 1/4 cup chopped cilantro 1 tbsp lemon juice","Bhelpuri Bhelpuri Bhelpuri 2 cups puffed rice (murmura) 1/2 cup roasted peanuts 1/2 cup sev (thin gram flour noodles) 1/2 cup crushed papdis (crisp flat puris) 1 large onion, finely chopped 1 large tomato, finely chopped 1 large potato, boiled and cubed 1/4 cup raw mango, finely chopped (if in season) 3 tbsp tamarind chutney 2 tbsp mint chutney 1/2 tsp chaat masala 1/4 cup chopped cilantro 1 tbsp lemon juice",bhelpuri bhelpuri bhelpuri cups puffed rice murmura cup roasted peanuts cup sev thin gram flour noodles cup crushed papdis crisp flat puris large onion finely chopped large tomato finely chopped large potato boiled cubed cup raw mango finely chopped season tbsp tamarind chutney tbsp mint chutney tsp chaat masala cup chopped cilantro tbsp lemon juice
Kadhi Pakora,"['Kadhi: 1 cup sour yogurt, 1/2 cup gram flour (besan), 1/2 tsp turmeric powder, 1/2 tsp red chili powder, 6 cups water, Salt', 'Pakoras: 1 cup besan, 1 onion (chopped), 1/2 tsp ajwain, 1/4 tsp baking soda, Salt, Water, Oil for frying', 'Tempering: 2 tbsp ghee, 1 tsp mustard seeds, 1 tsp cumin seeds, 1/4 tsp asafoetida (hing), 1 sprig curry leaves, 2-3 dried red chilies']","['For pakoras: Mix all pakora ingredients (except oil) to make a thick batter. Deep fry small spoonfuls until golden. Keep aside.', 'For kadhi: In a large pot, whisk yogurt, 1/2 cup besan, turmeric, chili powder, and salt. Whisk until no lumps remain.', 'Slowly add 6 cups of water, whisking continuously.', 'Place the pot on medium heat. Bring to a boil, stirring constantly to prevent curdling.', 'Once it boils, reduce heat and let it simmer for 15-20 minutes, stirring occasionally, until the kadhi thickens.', 'Add the fried pakoras to the simmering kadhi. Cook for 5 more minutes.', 'For tempering: Heat ghee. Add all tempering ingredients. Sauté for 30 seconds.', 'Pour the hot tempering over the kadhi. Serve hot with rice.']",North Indian (Punjabi),"Kadhi: 1 cup sour yogurt, 1/2 cup gram flour (besan), 1/2 tsp turmeric powder, 1/2 tsp red chili powder, 6 cups water, Salt Pakoras: 1 cup besan, 1 onion (chopped), 1/2 tsp ajwain, 1/4 tsp baking soda, Salt, Water, Oil for frying Tempering: 2 tbsp ghee, 1 tsp mustard seeds, 1 tsp cumin seeds, 1/4 tsp asafoetida (hing), 1 sprig curry leaves, 2-3 dried red chilies","Kadhi Pakora Kadhi Pakora Kadhi Pakora Kadhi: 1 cup sour yogurt, 1/2 cup gram flour (besan), 1/2 tsp turmeric powder, 1/2 tsp red chili powder, 6 cups water, Salt Pakoras: 1 cup besan, 1 onion (chopped), 1/2 tsp ajwain, 1/4 tsp baking soda, Salt, Water, Oil for frying Tempering: 2 tbsp ghee, 1 tsp mustard seeds, 1 tsp cumin seeds, 1/4 tsp asafoetida (hing), 1 sprig curry leaves, 2-3 dried red chilies",kadhi pakora kadhi pakora kadhi pakora kadhi cup sour yogurt cup gram flour besan tsp turmeric powder tsp red chili powder cups water salt pakoras cup besan onion chopped tsp ajwain tsp baking soda salt water oil frying tempering tbsp ghee tsp mustard seeds tsp cumin seeds tsp asafoetida hing sprig curry leaves dried red chilies
